,id_sub,91,17,label
0,519950,-0.28748834133148193,-0.9081739783287048,normal_test
1,103515,-1.6008741855621338,-0.6195230484008789,normal_test
2,107018,-0.8735232353210449,-3.0063819885253906,normal_test
3,766563,0.9283887147903442,-1.7680805921554565,normal_test
4,175540,-0.8324083089828491,-0.000898502767086029,normal_test
5,933253,-2.2748422622680664,0.7787417769432068,normal_test
6,152225,-0.9862522482872009,-1.173949956893921,normal_test
7,112314,-0.6125071048736572,-0.04186856001615524,normal_test
8,181131,-0.05240967124700546,0.5817103385925293,normal_test
9,351938,-0.8167765140533447,-0.10693304985761642,normal_test
10,114924,0.0016550049185752869,0.7076435089111328,normal_test
11,150524,-0.6440516710281372,0.7972070574760437,normal_test
12,932554,-0.8178772330284119,-0.17156213521957397,normal_test
13,131924,-0.418846070766449,-1.6349248886108398,normal_test
14,654754,0.13099674880504608,-0.7920336723327637,normal_test
15,683256,-0.3021424114704132,0.25007301568984985,normal_test
16,116524,-0.7801206707954407,0.3281724452972412,normal_test
17,414229,-0.1995697021484375,0.09605476260185242,normal_test
18,165032,-0.2539497911930084,0.0714254304766655,normal_test
19,163836,1.170689344406128,0.47845256328582764,normal_test
20,136631,0.43603217601776123,1.1941683292388916,normal_test
21,140117,-0.27367904782295227,-0.6025132536888123,normal_test
22,837964,-1.4977977275848389,-1.321814775466919,normal_test
23,589567,-0.045686159282922745,0.15805530548095703,normal_test
24,220721,0.5982462167739868,1.6427854299545288,normal_test
25,154229,-1.1621804237365723,-1.197955846786499,normal_test
26,951457,-0.5478697419166565,1.1695934534072876,normal_test
27,108020,-0.6534744501113892,-2.4698781967163086,normal_test
28,558960,-0.889356791973114,-1.263741135597229,normal_test
29,397154,0.11566273123025894,1.2715027332305908,normal_test
30,557857,1.1349022388458252,0.5707100033760071,normal_test
31,548250,-0.6886798143386841,-1.1103829145431519,normal_test
32,550439,0.027384810149669647,-0.8868559002876282,normal_test
33,100307,-0.5791122317314148,-0.22232183814048767,normal_test
34,299760,1.7109136581420898,-0.04034711420536041,normal_test
35,392750,0.44281789660453796,0.7879990935325623,normal_test
36,865363,-0.8140788078308105,0.49036508798599243,normal_test
37,153934,0.3266434371471405,0.7385481595993042,normal_test
38,193845,-0.5000415444374084,-0.13826940953731537,normal_test
39,926862,-0.2505060136318207,0.013815261423587799,normal_test
40,611938,-0.5561506152153015,1.0837010145187378,normal_test
41,727654,0.2081296294927597,0.17558780312538147,normal_test
42,869472,0.7072081565856934,0.4912337362766266,normal_test
43,955465,-0.3113396465778351,-1.2802621126174927,normal_test
44,468050,-2.0508391857147217,-1.2434518337249756,normal_test
45,203418,-0.37819749116897583,0.8440803289413452,normal_test
46,116221,-1.399599552154541,-1.4203410148620605,normal_test
47,922854,-2.3383405208587646,1.1600873470306396,normal_test
48,309636,-1.1455594301223755,0.27905967831611633,normal_test
49,194443,-0.008378777652978897,0.6249616742134094,normal_test
50,969476,-2.679497241973877,-0.06279805302619934,benchmark
51,116726,-2.196040391921997,-0.20759151875972748,benchmark
52,771354,-2.988952398300171,-0.09453605115413666,benchmark
53,156031,-1.829313039779663,-0.2882741689682007,benchmark
54,188145,-1.3559585809707642,0.42694222927093506,benchmark
55,601127,-1.5392675399780273,-1.1893579959869385,benchmark
56,307127,-2.0690531730651855,0.09838348627090454,benchmark
57,163331,-2.010289192199707,-0.278278648853302,benchmark
58,317332,-1.5609204769134521,1.0770515203475952,benchmark
59,211821,-1.3588151931762695,0.8233183026313782,benchmark
60,257946,-1.576451063156128,0.28496551513671875,benchmark
61,194746,-1.4961955547332764,1.4723650217056274,benchmark
62,206828,-2.587414264678955,-0.47559478878974915,benchmark
63,161731,-1.4509313106536865,-0.5598302483558655,benchmark
64,199352,-1.5480060577392578,-0.23214955627918243,benchmark
65,685058,-1.46682870388031,-0.9114210605621338,benchmark
66,148133,-3.2127163410186768,1.1884162425994873,benchmark
67,274542,-1.8862050771713257,0.3784412741661072,benchmark
68,346137,-2.047506332397461,-0.7274754047393799,benchmark
69,114217,-1.9091423749923706,-0.8343752026557922,benchmark
70,891667,-1.0339958667755127,-0.4120308458805084,benchmark
71,176239,-1.2834360599517822,0.5548415780067444,benchmark
72,149842,-2.0168094635009766,-0.6544719338417053,benchmark
73,362034,-1.336978554725647,-1.4999055862426758,benchmark
74,275645,-1.868659496307373,0.13453365862369537,benchmark
75,255740,-2.1695306301116943,-0.8748547434806824,benchmark
76,117021,-2.3095273971557617,0.9050580859184265,benchmark
77,627549,-2.23189377784729,-1.06622314453125,benchmark
78,971160,-2.020265579223633,-0.9180272817611694,benchmark
79,978578,-2.208974599838257,0.6050405502319336,benchmark
80,376247,-2.8269917964935303,0.14219897985458374,benchmark
81,106521,-1.4795572757720947,-0.41379880905151367,benchmark
82,905147,-1.9754806756973267,-0.18929888308048248,benchmark
83,175439,-1.3833574056625366,-0.9334734082221985,benchmark
84,952863,-2.3757123947143555,-0.005731739103794098,benchmark
85,101006,-0.4656974971294403,1.1737397909164429,benchmark
86,143224,-1.0212934017181396,-0.5195472836494446,benchmark
87,135730,-2.112739324569702,0.04370427504181862,benchmark
88,176744,-1.7689259052276611,-1.1096155643463135,benchmark
89,983773,-1.7818125486373901,-0.5012726187705994,benchmark
90,117930,-1.9065418243408203,-0.12498678267002106,benchmark
91,146634,-2.6049602031707764,-0.09687995910644531,benchmark
92,613538,-2.2350339889526367,0.09064315259456635,benchmark
93,130922,-2.092379331588745,-0.12105213105678558,benchmark
94,177241,-1.2628346681594849,0.4796486794948578,benchmark
